Position,Coverage
20255,2132.00
20256,2132.00
20257,2132.00
20258,2132.00
20259,2133.00
20260,2133.00
20261,2132.00
20262,2132.00
20263,2132.00
20264,2131.00
20265,2131.00
20266,2131.00
20267,2131.00
20268,2131.00
20269,2131.00
20270,2132.00
20271,2131.00
20272,2130.00
20273,2131.00
20274,2131.00
20275,2131.00
20276,2131.00
20277,2130.00
20278,2131.00
20279,2130.00
20280,2130.00
20281,2130.00
20282,2130.00
20283,2131.00
20284,2131.00
20285,2130.00
20286,2129.00
20287,2130.00
20288,2131.00
20289,2132.00
20290,2132.00
20291,2132.00
20292,2132.00
20293,2132.00
20294,2131.00
20295,2131.00
20296,2131.00
20297,2132.00
20298,2133.00
20299,2133.00
20300,2134.00
20301,2134.00
20302,2135.00
20303,2136.00
20304,2137.00
20305,2137.00
20306,2137.00
20307,2137.00
20308,2137.00
20309,2137.00
20310,2137.00
20311,2138.00
20312,2137.00
20313,2137.00
20314,2137.00
20315,2137.00
20316,2137.00
20317,2137.00
20318,2137.00
20319,2137.00
20320,2137.00
20321,2137.00
20322,2137.00
20323,2138.00
20324,2137.00
20325,2137.00
20326,2137.00
20327,2137.00
20328,2137.00
20329,2137.00
20330,2137.00
20331,2137.00
20332,2137.00
20333,2137.00
20334,2137.00
20335,2136.00
20336,2135.00
20337,2136.00
20338,2136.00
20339,2136.00
20340,2136.00
20341,2136.00
20342,2136.00
20343,2136.00
20344,2136.00
20345,2137.00
20346,2136.00
20347,2137.00
20348,2137.00
20349,2137.00
20350,2137.00
20351,2138.00
20352,2138.00
20353,2138.00
20354,2138.00
20355,2138.00
20356,2138.00
20357,2138.00
20358,2138.00
20359,2138.00
20360,2139.00
20361,2139.00
20362,2140.00
20363,2140.00
20364,2139.00
20365,2139.00
20366,2139.00
20367,2139.00
20368,2140.00
20369,2140.00
20370,2140.00
20371,2140.00
20372,2140.00
20373,2140.00
20374,2141.00
20375,2141.00
20376,2140.00
20377,2141.00
20378,2143.00
20379,2142.00
20380,2144.00
20381,2144.00
20382,2145.00
20383,2146.00
20384,2145.00
20385,2144.00
20386,2144.00
20387,2145.00
20388,2144.00
20389,2144.00
20390,2144.00
20391,2145.00
20392,2145.00
20393,2145.00
20394,2145.00
20395,2145.00
20396,2145.00
20397,2146.00
20398,2146.00
20399,2146.00
20400,2146.00
20401,2146.00
20402,2146.00
20403,2146.00
20404,2146.00
20405,2146.00
20406,2146.00
20407,2147.00
20408,2147.00
20409,2147.00
20410,2146.00
20411,2146.00
20412,2146.00
20413,2146.00
20414,2146.00
20415,2146.00
20416,2146.00
20417,2146.00
20418,2146.00
20419,2146.00
20420,2146.00
20421,2147.00
20422,2147.00
20423,2147.00
20424,2147.00
20425,2146.00
20426,2146.00
20427,2146.00
20428,2146.00
20429,2146.00
20430,2146.00
20431,2146.00
20432,2146.00
20433,2145.00
20434,2146.00
20435,2146.00
20436,2147.00
20437,2147.00
20438,2147.00
20439,2147.00
20440,2147.00
20441,2147.00
20442,2148.00
20443,2148.00
20444,2148.00
20445,2148.00
20446,2148.00
20447,2148.00
20448,2147.00
20449,2147.00
20450,2148.00
20451,2150.00
20452,2152.00
20453,2152.00
20454,2153.00
20455,2153.00
20456,2154.00
20457,2154.00
20458,2154.00
20459,2154.00
20460,2154.00
20461,2154.00
20462,2154.00
20463,2154.00
20464,2154.00
20465,2155.00
20466,2155.00
20467,2155.00
20468,2156.00
20469,2156.00
20470,2156.00
20471,2156.00
20472,2156.00
20473,2156.00
20474,2156.00
20475,2157.00
20476,2157.00
20477,2157.00
20478,2157.00
20479,2157.00
20480,2156.00
20481,2156.00
20482,2157.00
20483,2157.00
20484,2158.00
20485,2158.00
20486,2158.00
20487,2158.00
20488,2157.00
20489,2157.00
20490,2157.00
20491,2157.00
20492,2158.00
20493,2158.00
20494,2158.00
20495,2157.00
20496,2157.00
20497,2157.00
20498,2158.00
20499,2158.00
20500,2158.00
20501,2158.00
20502,2159.00
20503,2159.00
20504,2159.00
20505,2158.00
20506,2158.00
20507,2159.00
20508,2159.00
20509,2158.00
20510,2158.00
20511,2158.00
20512,2158.00
20513,2158.00
20514,2158.00
20515,2158.00
20516,2158.00
20517,2159.00
20518,2159.00
20519,2159.00
20520,2158.00
20521,2158.00
20522,2159.00
20523,2160.00
20524,2159.00
20525,2158.00
20526,2158.00
20527,2158.00
20528,2158.00
20529,2158.00
20530,2158.00
20531,2158.00
20532,2158.00
20533,2158.00
20534,2158.00
20535,2158.00
20536,2158.00
20537,2158.00
20538,2158.00
20539,2158.00
20540,2158.00
20541,2158.00
20542,2158.00
20543,2158.00
20544,2158.00
20545,2158.00
20546,2158.00
20547,2158.00
20548,2159.00
20549,2159.00
20550,2159.00
20551,2158.00
20552,2159.00
20553,2159.00
20554,2159.00
20555,2159.00
20556,2159.00
20557,2159.00
20558,2160.00
20559,2159.00
20560,2158.00
20561,2157.00
20562,2158.00
20563,2158.00
20564,2158.00
20565,2158.00
20566,2158.00
20567,2158.00
20568,2156.00
20569,2156.00
20570,2155.00
20571,2154.00
20572,2155.00
20573,2155.00
20574,2155.00
20575,2155.00
20576,2155.00
20577,2155.00
20578,2155.00
20579,2155.00
20580,2154.00
20581,2154.00
20582,2154.00
20583,2154.00
20584,2154.00
20585,2154.00
20586,2154.00
20587,2155.00
20588,2155.00
20589,2156.00
20590,2155.00
20591,2155.00
20592,2155.00
20593,2155.00
20594,2155.00
20595,2154.00
20596,2154.00
20597,2154.00
20598,2154.00
20599,2152.00
20600,2152.00
20601,2152.00
20602,2152.00
20603,2152.00
20604,2153.00
20605,2153.00
20606,2153.00
20607,2154.00
20608,2153.00
20609,2152.00
20610,2152.00
20611,2152.00
20612,2152.00
20613,2152.00
20614,2152.00
20615,2153.00
20616,2153.00
20617,2152.00
20618,2152.00
20619,2154.00
20620,2154.00
20621,2154.00
20622,2154.00
20623,2154.00
20624,2154.00
20625,2154.00
20626,2154.00
20627,2154.00
20628,2154.00
20629,2155.00
20630,2155.00
20631,2155.00
20632,2155.00
20633,2155.00
20634,2155.00
20635,2154.00
20636,2154.00
20637,2155.00
20638,2155.00
20639,2155.00
20640,2154.00
20641,2155.00
20642,2155.00
20643,2155.00
20644,2154.00
20645,2154.00
20646,2154.00
20647,2154.00
20648,2155.00
20649,2155.00
20650,2155.00
20651,2155.00
20652,2155.00
20653,2155.00
20654,2155.00
20655,2155.00
20656,2154.00
20657,2156.00
20658,2156.00
20659,2157.00
20660,2156.00
20661,2156.00
20662,2156.00
20663,2155.00
20664,2155.00
20665,2155.00
20666,2155.00
20667,2155.00
20668,2155.00
20669,2155.00
20670,2155.00
20671,2155.00
20672,2156.00
20673,2157.00
20674,2158.00
20675,2157.00
20676,2157.00
20677,2157.00
20678,2157.00
20679,2157.00
20680,2157.00
20681,2157.00
20682,2157.00
20683,2157.00
20684,2157.00
20685,2157.00
20686,2157.00
20687,2157.00
20688,2157.00
20689,2157.00
20690,2157.00
20691,2157.00
20692,2157.00
20693,2157.00
20694,2157.00
20695,2157.00
20696,2158.00
20697,2158.00
20698,2158.00
20699,2158.00
20700,2158.00
20701,2157.00
20702,2159.00
20703,2160.00
20704,2160.00
20705,2161.00
20706,2161.00
20707,2161.00
20708,2162.00
20709,2162.00
20710,2162.00
20711,2163.00
20712,2165.00
20713,2165.00
20714,2165.00
20715,2165.00
20716,2165.00
20717,2165.00
20718,2165.00
20719,2165.00
20720,2165.00
20721,2164.00
20722,2164.00
20723,2163.00
20724,2163.00
20725,2163.00
20726,2163.00
20727,2163.00
20728,2163.00
20729,2163.00
20730,2163.00
20731,2163.00
20732,2163.00
20733,2163.00
20734,2163.00
20735,2163.00
20736,2163.00
20737,2163.00
20738,2164.00
20739,2164.00
20740,2164.00
20741,2164.00
20742,2164.00
20743,2164.00
20744,2162.00
20745,2163.00
20746,2163.00
20747,2163.00
20748,2162.00
20749,2162.00
20750,2162.00
20751,2163.00
20752,2163.00
20753,2163.00
20754,2164.00
20755,2164.00
20756,2164.00
20757,2164.00
20758,2163.00
20759,2163.00
20760,2162.00
20761,2163.00
20762,2163.00
20763,2164.00
20764,2164.00
20765,2164.00
20766,2164.00
20767,2164.00
20768,2163.00
20769,2163.00
20770,2163.00
20771,2163.00
20772,2164.00
20773,2164.00
20774,2164.00
20775,2165.00
20776,2165.00
20777,2165.00
20778,2165.00
20779,2166.00
20780,2166.00
20781,2167.00
20782,2167.00
20783,2167.00
20784,2166.00
20785,2166.00
20786,2167.00
20787,2167.00
20788,2167.00
20789,2167.00
20790,2167.00
20791,2167.00
20792,2166.00
20793,2166.00
20794,2165.00
20795,2166.00
20796,2166.00
20797,2167.00
20798,2167.00
20799,2168.00
20800,2168.00
20801,2169.00
20802,2170.00
20803,2170.00
20804,2170.00
20805,2171.00
20806,2171.00
20807,2171.00
20808,2171.00
20809,2170.00
20810,2170.00
20811,2170.00
20812,2170.00
20813,2171.00
20814,2171.00
20815,2171.00
20816,2171.00
20817,2172.00
20818,2172.00
20819,2172.00
20820,2173.00
20821,2172.00
20822,2173.00
20823,2174.00
20824,2174.00
20825,2175.00
20826,2175.00
20827,2176.00
20828,2176.00
20829,2176.00
20830,2177.00
20831,2177.00
20832,2178.00
20833,2179.00
20834,2179.00
20835,2180.00
20836,2180.00
20837,2180.00
20838,2179.00
20839,2179.00
20840,2179.00
20841,2179.00
20842,2179.00
20843,2179.00
20844,2179.00
20845,2179.00
20846,2180.00
20847,2180.00
20848,2180.00
20849,2179.00
20850,2179.00
20851,2179.00
20852,2179.00
20853,2180.00
20854,2180.00
20855,2180.00
20856,2181.00
20857,2181.00
20858,2181.00
20859,2181.00
20860,2181.00
20861,2182.00
20862,2182.00
20863,2182.00
20864,2182.00
20865,2182.00
20866,2182.00
20867,2182.00
20868,2182.00
20869,2182.00
20870,2182.00
20871,2182.00
20872,2182.00
20873,2181.00
20874,2181.00
20875,2181.00
20876,2181.00
20877,2182.00
20878,2183.00
20879,2183.00
20880,2183.00
20881,2183.00
20882,2184.00
20883,2184.00
20884,2186.00
20885,2186.00
20886,2186.00
20887,2186.00
20888,2186.00
20889,2187.00
20890,2187.00
20891,2187.00
20892,2188.00
20893,2188.00
20894,2188.00
20895,2188.00
20896,2187.00
20897,2187.00
20898,2187.00
20899,2187.00
20900,2188.00
20901,2188.00
20902,2188.00
20903,2188.00
20904,2188.00
20905,2188.00
20906,2188.00
20907,2188.00
20908,2188.00
20909,2188.00
20910,2188.00
20911,2188.00
20912,2189.00
20913,2189.00
20914,2189.00
20915,2189.00
20916,2188.00
20917,2187.00
20918,2185.00
20919,2184.00
20920,2184.00
20921,2184.00
20922,2185.00
20923,2186.00
20924,2186.00
20925,2187.00
20926,2189.00
20927,2189.00
20928,2189.00
20929,2189.00
20930,2188.00
20931,2188.00
20932,2190.00
20933,2191.00
20934,2191.00
20935,2192.00
20936,2192.00
20937,2192.00
20938,2192.00
20939,2193.00
20940,2193.00
20941,2192.00
20942,2192.00
20943,2192.00
20944,2191.00
20945,2193.00
20946,2193.00
20947,2193.00
20948,2191.00
20949,2190.00
20950,2190.00
20951,2190.00
20952,2190.00
20953,2189.00
20954,2188.00
20955,2188.00
20956,2188.00
20957,2188.00
20958,2188.00
20959,2189.00
20960,2190.00
20961,2190.00
20962,2190.00
20963,2190.00
20964,2190.00
20965,2191.00
20966,2191.00
20967,2191.00
20968,2191.00
20969,2191.00
20970,2191.00
20971,2192.00
20972,2191.00
20973,2191.00
20974,2191.00
20975,2191.00
20976,2191.00
20977,2191.00
20978,2191.00
20979,2191.00
20980,2191.00
20981,2190.00
20982,2190.00
20983,2191.00
20984,2191.00
20985,2191.00
20986,2191.00
20987,2191.00
20988,2192.00
20989,2193.00
20990,2193.00
20991,2193.00
20992,2193.00
20993,2193.00
20994,2193.00
20995,2192.00
20996,2192.00
20997,2191.00
20998,2189.00
20999,2189.00
21000,2189.00
21001,2190.00
21002,2190.00
21003,2189.00
21004,2189.00
21005,2188.00
21006,2188.00
21007,2188.00
21008,2188.00
21009,2188.00
21010,2188.00
21011,2188.00
21012,2188.00
21013,2188.00
21014,2188.00
21015,2189.00
21016,2189.00
21017,2190.00
21018,2190.00
21019,2190.00
21020,2190.00
21021,2190.00
21022,2190.00
21023,2190.00
21024,2190.00
21025,2190.00
21026,2190.00
21027,2191.00
21028,2191.00
21029,2191.00
21030,2192.00
21031,2192.00
21032,2191.00
21033,2191.00
21034,2191.00
21035,2192.00
21036,2191.00
21037,2191.00
21038,2191.00
21039,2191.00
21040,2191.00
21041,2191.00
21042,2191.00
21043,2190.00
21044,2189.00
21045,2188.00
21046,2189.00
21047,2189.00
21048,2189.00
21049,2190.00
21050,2191.00
21051,2191.00
21052,2191.00
21053,2192.00
21054,2192.00
21055,2193.00
21056,2193.00
21057,2193.00
21058,2193.00
21059,2193.00
21060,2193.00
21061,2193.00
21062,2193.00
21063,2193.00
21064,2193.00
21065,2193.00
21066,2193.00
21067,2192.00
21068,2193.00
21069,2193.00
21070,2193.00
21071,2193.00
21072,2193.00
21073,2194.00
21074,2194.00
21075,2194.00
21076,2195.00
21077,2194.00
21078,2194.00
21079,2194.00
21080,2193.00
21081,2192.00
21082,2192.00
21083,2192.00
21084,2193.00
21085,2194.00
21086,2194.00
21087,2195.00
21088,2195.00
21089,2195.00
21090,2195.00
21091,2195.00
21092,2196.00
21093,2196.00
21094,2197.00
21095,2197.00
21096,2197.00
21097,2197.00
21098,2197.00
21099,2197.00
21100,2197.00
21101,2196.00
21102,2196.00
21103,2196.00
21104,2196.00
21105,2196.00
21106,2196.00
21107,2196.00
21108,2195.00
21109,2199.00
21110,2199.00
21111,2199.00
21112,2199.00
21113,2198.00
21114,2198.00
21115,2198.00
21116,2197.00
21117,2197.00
21118,2197.00
21119,2197.00
21120,2197.00
21121,2197.00
21122,2197.00
21123,2197.00
21124,2198.00
21125,2197.00
21126,2197.00
21127,2197.00
21128,2197.00
21129,2197.00
21130,2197.00
21131,2197.00
21132,2197.00
21133,2197.00
21134,2197.00
21135,2198.00
21136,2198.00
21137,2198.00
21138,2198.00
21139,2197.00
21140,2197.00
21141,2197.00
21142,2197.00
21143,2198.00
21144,2198.00
21145,2199.00
21146,2201.00
21147,2201.00
21148,2201.00
21149,2201.00
21150,2201.00
21151,2201.00
21152,2201.00
21153,2201.00
21154,2201.00
21155,2201.00
21156,2201.00
21157,2201.00
21158,2201.00
21159,2201.00
21160,2202.00
21161,2202.00
21162,2201.00
21163,2201.00
21164,2200.00
21165,2200.00
21166,2200.00
21167,2201.00
21168,2202.00
21169,2203.00
21170,2202.00
21171,2202.00
21172,2201.00
21173,2202.00
21174,2202.00
21175,2202.00
21176,2202.00
21177,2202.00
21178,2202.00
21179,2202.00
21180,2202.00
21181,2202.00
21182,2202.00
21183,2202.00
21184,2202.00
21185,2203.00
21186,2202.00
21187,2203.00
21188,2203.00
21189,2204.00
21190,2204.00
21191,2202.00
21192,2202.00
21193,2202.00
21194,2202.00
21195,2202.00
21196,2202.00
21197,2203.00
21198,2203.00
21199,2202.00
21200,2202.00
21201,2201.00
21202,2201.00
21203,2201.00
21204,2201.00
21205,2201.00
21206,2201.00
21207,2201.00
21208,2200.00
21209,2201.00
21210,2201.00
21211,2201.00
21212,2200.00
21213,2200.00
21214,2200.00
21215,2201.00
21216,2200.00
21217,2200.00
21218,2200.00
21219,2200.00
21220,2200.00
21221,2200.00
21222,2200.00
21223,2201.00
21224,2201.00
21225,2201.00
21226,2200.00
21227,2200.00
21228,2200.00
21229,2200.00
21230,2200.00
21231,2200.00
21232,2200.00
21233,2200.00
21234,2200.00
21235,2200.00
21236,2200.00
21237,2200.00
21238,2198.00
21239,2198.00
21240,2198.00
21241,2198.00
21242,2198.00
21243,2198.00
21244,2199.00
21245,2199.00
21246,2200.00
21247,2200.00
21248,2200.00
21249,2200.00
21250,2200.00
21251,2200.00
21252,2200.00
21253,2200.00
21254,2200.00
21255,2200.00
21256,2199.00
21257,2200.00
21258,2200.00
21259,2200.00
21260,2198.00
21261,2198.00
21262,2197.00
21263,2198.00
21264,2198.00
21265,2198.00
21266,2200.00
21267,2201.00
21268,2201.00
21269,2201.00
21270,2201.00
21271,2201.00
21272,2201.00
21273,2200.00
21274,2199.00
21275,2199.00
21276,2198.00
21277,2198.00
21278,2197.00
21279,2197.00
21280,2198.00
21281,2198.00
21282,2198.00
21283,2198.00
21284,2198.00
21285,2199.00
21286,2198.00
21287,2198.00
21288,2198.00
21289,2198.00
21290,2198.00
21291,2198.00
21292,2198.00
21293,2198.00
21294,2198.00
21295,2198.00
21296,2197.00
21297,2197.00
21298,2197.00
21299,2197.00
21300,2197.00
21301,2196.00
21302,2196.00
21303,2196.00
21304,2196.00
21305,2198.00
21306,2198.00
21307,2198.00
21308,2198.00
21309,2198.00
21310,2198.00
21311,2200.00
21312,2200.00
21313,2200.00
21314,2200.00
21315,2197.00
21316,2197.00
21317,2197.00
21318,2197.00
21319,2197.00
21320,2196.00
21321,2196.00
21322,2197.00
21323,2198.00
21324,2198.00
21325,2199.00
21326,2199.00
21327,2199.00
21328,2199.00
21329,2200.00
21330,2200.00
21331,2200.00
21332,2201.00
21333,2202.00
21334,2202.00
21335,2202.00
21336,2201.00
21337,2201.00
21338,2202.00
21339,2201.00
21340,2201.00
21341,2200.00
21342,2200.00
21343,2200.00
21344,2200.00
21345,2200.00
21346,2201.00
21347,2201.00
21348,2202.00
21349,2202.00
21350,2202.00
21351,2202.00
21352,2202.00
21353,2202.00
21354,2202.00
21355,2203.00
21356,2203.00
21357,2202.00
21358,2202.00
21359,2202.00
21360,2202.00
21361,2203.00
21362,2203.00
21363,2203.00
21364,2203.00
21365,2203.00
21366,2203.00
21367,2201.00
21368,2201.00
21369,2201.00
21370,2201.00
21371,2201.00
21372,2201.00
21373,2201.00
21374,2201.00
21375,2201.00
21376,2201.00
21377,2201.00
21378,2202.00
21379,2203.00
21380,2204.00
21381,2204.00
21382,2204.00
21383,2204.00
21384,2204.00
21385,2204.00
21386,2205.00
21387,2204.00
21388,2204.00
21389,2204.00
21390,2204.00
21391,2204.00
21392,2204.00
21393,2205.00
21394,2205.00
21395,2204.00
21396,2205.00
21397,2205.00
21398,2204.00
21399,2204.00
21400,2205.00
21401,2205.00
21402,2206.00
21403,2206.00
21404,2206.00
21405,2206.00
21406,2206.00
21407,2206.00
21408,2206.00
21409,2206.00
21410,2206.00
21411,2206.00
21412,2206.00
21413,2206.00
21414,2206.00
21415,2206.00
21416,2207.00
21417,2208.00
21418,2208.00
21419,2208.00
21420,2208.00
21421,2208.00
21422,2208.00
21423,2208.00
21424,2208.00
21425,2209.00
21426,2209.00
21427,2209.00
21428,2209.00
21429,2209.00
21430,2209.00
21431,2210.00
21432,2210.00
21433,2210.00
21434,2210.00
21435,2210.00
21436,2210.00
21437,2211.00
21438,2211.00
21439,2211.00
21440,2211.00
21441,2213.00
21442,2213.00
21443,2213.00
21444,2213.00
21445,2213.00
21446,2213.00
21447,2213.00
21448,2213.00
21449,2213.00
21450,2213.00
21451,2213.00
21452,2211.00
21453,2211.00
21454,2211.00
21455,2211.00
21456,2211.00
21457,2211.00
21458,2211.00
21459,2211.00
21460,2212.00
21461,2213.00
21462,2213.00
21463,2214.00
21464,2214.00
21465,2215.00
21466,2214.00
21467,2213.00
21468,2213.00
21469,2213.00
21470,2213.00
21471,2213.00
21472,2213.00
21473,2213.00
21474,2213.00
21475,2213.00
21476,2212.00
21477,2212.00
21478,2212.00
21479,2213.00
21480,2213.00
21481,2213.00
21482,2213.00
21483,2213.00
21484,2213.00
21485,2214.00
21486,2214.00
21487,2213.00
21488,2212.00
21489,2212.00
21490,2213.00
21491,2213.00
21492,2214.00
21493,2214.00
21494,2214.00
21495,2214.00
21496,2214.00
21497,2214.00
21498,2214.00
21499,2214.00
21500,2214.00
21501,2214.00
21502,2214.00
21503,2214.00
21504,2214.00
21505,2214.00
21506,2214.00
21507,2214.00
21508,2214.00
21509,2214.00
21510,2214.00
21511,2214.00
21512,2214.00
21513,2214.00
21514,2214.00
21515,2214.00
21516,2214.00
21517,2214.00
21518,2215.00
21519,2216.00
21520,2216.00
21521,2216.00
21522,2216.00
21523,2216.00
21524,2215.00
21525,2215.00
21526,2215.00
21527,2215.00
21528,2215.00
21529,2217.00
21530,2217.00
21531,2216.00
21532,2217.00
21533,2217.00
21534,2218.00
21535,2218.00
21536,2218.00
21537,2219.00
21538,2219.00
21539,2219.00
21540,2219.00
21541,2219.00
21542,2220.00
21543,2221.00
21544,2220.00
21545,2221.00
21546,2221.00
21547,2221.00
21548,2221.00
21549,2221.00
21550,2221.00
21551,2222.00
21552,2222.00
21553,2222.00
21554,2222.00
21555,2222.00
21556,2222.00
21557,2222.00
21558,2222.00
21559,2222.00
21560,2222.00
21561,2222.00
21562,2222.00
21563,2222.00
21564,2222.00
21565,2222.00
21566,2223.00
21567,2223.00
21568,2225.00
21569,2225.00
21570,2225.00
21571,2225.00
21572,2225.00
21573,2225.00
21574,2225.00
21575,2225.00
21576,2225.00
21577,2225.00
21578,2225.00
21579,2225.00
21580,2226.00
21581,2227.00
21582,2227.00
21583,2227.00
21584,2227.00
21585,2227.00
21586,2227.00
21587,2226.00
21588,2226.00
21589,2226.00
21590,2226.00
21591,2226.00
21592,2226.00
21593,2226.00
21594,2225.00
21595,2225.00
21596,2224.00
21597,2223.00
21598,2223.00
21599,2224.00
21600,2225.00
21601,2225.00
21602,2225.00
21603,2224.00
21604,2224.00
21605,2224.00
21606,2224.00
21607,2224.00
21608,2224.00
21609,2223.00
21610,2223.00
21611,2223.00
21612,2224.00
21613,2224.00
21614,2224.00
21615,2224.00
21616,2225.00
21617,2225.00
21618,2226.00
21619,2226.00
21620,2226.00
21621,2226.00
21622,2226.00
21623,2225.00
21624,2224.00
21625,2225.00
21626,2225.00
21627,2227.00
21628,2227.00
21629,2228.00
21630,2228.00
21631,2228.00
21632,2227.00
21633,2228.00
21634,2228.00
21635,2228.00
21636,2229.00
21637,2227.00
21638,2226.00
21639,2226.00
21640,2226.00
21641,2226.00
21642,2226.00
21643,2226.00
21644,2226.00
21645,2225.00
21646,2225.00
21647,2224.00
21648,2224.00
21649,2224.00
21650,2224.00
21651,2225.00
21652,2226.00
21653,2226.00
21654,2226.00
21655,2226.00
21656,2225.00
21657,2225.00
21658,2225.00
21659,2225.00
21660,2225.00
21661,2225.00
21662,2225.00
21663,2225.00
21664,2225.00
21665,2225.00
21666,2225.00
21667,2226.00
21668,2226.00
21669,2226.00
21670,2226.00
21671,2226.00
21672,2226.00
21673,2226.00
21674,2227.00
21675,2228.00
21676,2228.00
21677,2229.00
21678,2229.00
21679,2229.00
21680,2228.00
21681,2228.00
21682,2227.00
21683,2227.00
21684,2227.00
21685,2229.00
21686,2229.00
21687,2228.00
21688,2228.00
21689,2228.00
21690,2228.00
21691,2228.00
21692,2229.00
21693,2230.00
21694,2230.00
21695,2230.00
21696,2231.00
21697,2231.00
21698,2231.00
21699,2231.00
21700,2231.00
21701,2232.00
21702,2232.00
21703,2232.00
21704,2232.00
21705,2232.00
21706,2233.00
21707,2233.00
21708,2233.00
21709,2234.00
21710,2234.00
21711,2234.00
21712,2235.00
21713,2236.00
21714,2235.00
21715,2236.00
21716,2236.00
21717,2236.00
21718,2236.00
21719,2235.00
21720,2233.00
21721,2235.00
21722,2235.00
21723,2235.00
21724,2237.00
21725,2237.00
21726,2237.00
21727,2237.00
21728,2237.00
21729,2237.00
21730,2237.00
21731,2238.00
21732,2237.00
21733,2237.00
21734,2237.00
21735,2237.00
21736,2237.00
21737,2236.00
21738,2236.00
21739,2236.00
21740,2236.00
21741,2236.00
21742,2236.00
21743,2236.00
21744,2236.00
21745,2235.00
21746,2234.00
21747,2235.00
21748,2235.00
21749,2235.00
21750,2235.00
21751,2235.00
21752,2234.00
21753,2233.00
21754,2234.00
21755,2234.00
21756,2234.00
21757,2234.00
21758,2234.00
21759,2234.00
21760,2233.00
21761,2233.00
21762,2233.00
21763,2233.00
21764,2233.00
21765,2234.00
21766,2234.00
21767,2234.00
21768,2234.00
21769,2234.00
21770,2234.00
21771,2234.00
21772,2234.00
21773,2234.00
21774,2234.00
21775,2235.00
21776,2235.00
21777,2235.00
21778,2235.00
21779,2235.00
21780,2235.00
21781,2235.00
21782,2234.00
21783,2233.00
21784,2233.00
21785,2233.00
21786,2233.00
21787,2232.00
21788,2232.00
21789,2231.00
21790,2231.00
21791,2231.00
21792,2231.00
21793,2230.00
21794,2230.00
21795,2229.00
21796,2228.00
21797,2228.00
21798,2228.00
21799,2228.00
21800,2228.00
21801,2228.00
21802,2228.00
21803,2227.00
21804,2226.00
21805,2227.00
21806,2228.00
21807,2228.00
21808,2228.00
21809,2228.00
21810,2229.00
21811,2229.00
21812,2230.00
21813,2230.00
21814,2230.00
21815,2230.00
21816,2230.00
21817,2230.00
21818,2230.00
21819,2230.00
21820,2228.00
21821,2229.00
21822,2228.00
21823,2228.00
21824,2228.00
21825,2228.00
21826,2228.00
21827,2228.00
21828,2228.00
21829,2228.00
21830,2229.00
21831,2229.00
21832,2228.00
21833,2228.00
21834,2228.00
21835,2229.00
21836,2229.00
21837,2229.00
21838,2228.00
21839,2228.00
21840,2228.00
21841,2229.00
21842,2230.00
21843,2230.00
21844,2230.00
21845,2230.00
21846,2230.00
21847,2230.00
21848,2230.00
21849,2230.00
21850,2229.00
21851,2229.00
21852,2229.00
21853,2229.00
21854,2229.00
21855,2229.00
21856,2229.00
21857,2230.00
21858,2230.00
21859,2229.00
21860,2229.00
21861,2229.00
21862,2229.00
21863,2229.00
21864,2228.00
21865,2228.00
21866,2228.00
21867,2228.00
21868,2228.00
21869,2228.00
21870,2228.00
21871,2229.00
21872,2229.00
21873,2229.00
21874,2229.00
21875,2229.00
21876,2230.00
21877,2229.00
21878,2228.00
21879,2228.00
21880,2228.00
21881,2228.00
21882,2228.00
21883,2229.00
21884,2230.00
21885,2230.00
21886,2230.00
21887,2230.00
21888,2229.00
21889,2229.00
21890,2230.00
21891,2230.00
21892,2230.00
21893,2230.00
21894,2230.00
21895,2229.00
21896,2230.00
21897,2230.00
21898,2230.00
21899,2230.00
21900,2229.00
21901,2229.00
21902,2230.00
21903,2232.00
21904,2232.00
21905,2232.00
21906,2232.00
21907,2233.00
21908,2234.00
21909,2234.00
21910,2234.00
21911,2234.00
21912,2234.00
21913,2234.00
21914,2235.00
21915,2235.00
21916,2235.00
21917,2234.00
21918,2234.00
21919,2234.00
21920,2234.00
21921,2234.00
21922,2234.00
21923,2234.00
21924,2234.00
21925,2234.00
21926,2234.00
21927,2234.00
21928,2235.00
21929,2235.00
21930,2235.00
21931,2235.00
21932,2235.00
21933,2234.00
21934,2234.00
21935,2234.00
21936,2235.00
21937,2235.00
21938,2235.00
21939,2236.00
21940,2236.00
21941,2236.00
21942,2236.00
21943,2236.00
21944,2236.00
21945,2235.00
21946,2235.00
21947,2235.00
21948,2234.00
21949,2234.00
21950,2235.00
21951,2235.00
21952,2236.00
21953,2236.00
21954,2236.00
21955,2236.00
21956,2236.00
21957,2236.00
21958,2236.00
21959,2238.00
21960,2238.00
21961,2238.00
21962,2239.00
21963,2240.00
21964,2240.00
21965,2240.00
21966,2239.00
21967,2239.00
21968,2239.00
21969,2239.00
21970,2239.00
21971,2239.00
21972,2240.00
21973,2241.00
21974,2241.00
21975,2241.00
21976,2241.00
21977,2241.00
21978,2241.00
21979,2241.00
21980,2242.00
21981,2242.00
21982,2242.00
21983,2242.00
21984,2242.00
21985,2241.00
21986,2242.00
21987,2243.00
21988,2244.00
21989,2244.00
21990,2244.00
21991,2243.00
21992,2243.00
21993,2243.00
21994,2242.00
21995,2242.00
21996,2242.00
21997,2242.00
21998,2243.00
21999,2243.00
22000,2243.00
22001,2243.00
22002,2244.00
22003,2244.00
